# RNAseq_stressmatched_transcriptcounts.txt - counts to transcripts from multiBamCov
# Run from process_RNAseq.Rmd
# RNA_stressmatched_StefanBresson2020, date 26-09-2020
seqname	source	feature	start	end	score	strand	frame	attributes	RNA_A_30	RNA_B_30	RNA_C_GE	RNA_D_GE	RNA_E_42	RNA_F_42
chrXV	SGD	primary_transcript	930639	931164	.	-	.	ypd=85;ID=YOR327C_id647	4801	3127	2761	1713	3552	3411
chrXV	yeastutrgff	primary_transcript	931778	936622	.	+	.	ID=YOR328W_tx0	2244	1506	3415	2287	2206	2540
chrXV	yeastutrgff	primary_transcript	936606	939374	.	-	.	ID=YOR329C_tx0	4339	2824	4298	2789	2175	2739
chrXV	yeastutrgff	primary_transcript	939496	943410	.	-	.	ID=YOR330C_tx0	5197	3315	5288	3543	2588	2448
chrXV	SGD	primary_transcript	943625	944427	.	+	.	ypd=2769;ID=YOR332W_id092	25077	15790	13376	8558	9701	9169
chrXV	SGD	primary_transcript	944596	946161	.	+	.	ypd=4;ID=YOR334W_id009	1075	695	780	514	489	494
chrXV	SGD	primary_transcript	945999	949125	.	-	.	ypd=2;ID=YOR335C_id008	32963	21259	13845	9668	2718	2647
chrXV	SGD	primary_transcript	949748	954026	.	+	.	ypd=3;ID=YOR336W_id002	4883	3144	2932	2006	2549	2576
chrXV	SGD	primary_transcript	954298	956854	.	+	.	ypd=2;ID=YOR337W_id004	3271	2095	1428	941	470	330
chrXV	SGD	primary_transcript	958111	958840	.	-	.	ypd=2;ID=YOR339C_id003	126	69	57	42	20	20
chrXV	SGD	primary_transcript	959085	960253	.	-	.	ypd=15;ID=YOR340C_id047	5670	3851	1490	991	283	246
chrXV	yeastutrgff	primary_transcript	960962	966106	.	+	.	ID=YOR341W_tx0	21778	14023	6727	4767	1443	1138
chrXV	SGD	primary_transcript	966586	967738	.	-	.	ypd=12;ID=YOR342C_id104	3957	2617	1879	1233	472	444
chrXV	SGD	primary_transcript	977042	978201	.	-	.	ypd=47;ID=YOR344C_id039	3075	2031	14736	9929	3678	2352
chrXV	SGD	primary_transcript	981632	984955	.	+	.	ypd=1;ID=YOR346W_id001	5723	3783	2592	1813	487	499
chrXV	SGD	primary_transcript	984529	986478	.	-	.	ypd=4;ID=YOR347C_id051	1741	1033	8158	5044	6020	5276
chrXV	yeastutrgff	primary_transcript	986774	988807	.	-	.	ID=YOR348C_tx0	324	192	2864	1795	550	554
chrXV	yeastutrgff	primary_transcript	989764	992958	.	+	.	ID=YOR349W_tx0	1154	722	1076	654	386	400
chrXV	yeastutrgff	primary_transcript	992739	994880	.	-	.	ID=YOR350C_tx0	1569	956	2147	1364	930	846
chrXV	yeastutrgff	primary_transcript	994893	996536	.	-	.	ID=YOR351C_tx0	9	3	51	39	72	82
chrXV	SGD	primary_transcript	997138	998314	.	+	.	ypd=16;ID=YOR352W_id016	1305	921	2345	1623	1293	1272
chrXV	yeastutrgff	primary_transcript	998328	1000853	.	-	.	ID=YOR353C_tx0	3039	2004	3100	2168	1553	1652
chrXV	SGD	primary_transcript	1001016	1003250	.	-	.	ypd=7;ID=YOR354C_id009	5015	3333	4107	2965	1696	1896
chrXV	SGD	primary_transcript	1004548	1006893	.	+	.	ypd=2;ID=YOR355W_id002	11178	7340	5326	3501	1594	1371
chrXV	SGD	primary_transcript	1007194	1009232	.	+	.	ypd=6;ID=YOR356W_id040	7693	5066	5937	3830	3318	3375
chrXV	SGD	primary_transcript	1009118	1009725	.	-	.	ypd=5;ID=YOR357C_id046	2380	1632	1736	1243	2676	2414
chrXV	SGD	primary_transcript	1009969	1011179	.	+	.	ypd=6;ID=YOR358W_id021	1207	782	1427	906	1354	1247
chrXV	SGD	primary_transcript	1011134	1012951	.	+	.	ypd=4;ID=YOR359W_id039	2824	1816	502	281	338	270
chrXV	SGD	primary_transcript	1013155	1015053	.	-	.	ypd=2;ID=YOR360C_id009	4167	2664	4504	3104	2863	2403
chrXV	yeastutrgff	primary_transcript	1015236	1017677	.	-	.	ID=YOR361C_tx0	25038	16707	13364	9304	3034	2749
chrXV	SGD	primary_transcript	1017744	1018785	.	-	.	ypd=120;ID=YOR362C_id233	10899	7573	7816	5467	12154	12162
chrXV	yeastutrgff	primary_transcript	1020097	1023237	.	-	.	ID=YOR363C_tx0	2616	1626	3118	2008	1728	1789
chrXV	SGD	primary_transcript	1025982	1026708	.	+	.	ypd=7;ID=YOR367W_id012	2121	1424	1582	1118	1714	1708
chrXV	SGD	primary_transcript	1026787	1028158	.	+	.	ypd=2;ID=YOR368W_id004	1208	823	916	669	453	427
chrXV	SGD	primary_transcript	1028095	1028693	.	-	.	ypd=8451;ID=YOR369C_id621	119296	79246	61010	42310	10427	8157
chrXV	SGD	primary_transcript	1029071	1031286	.	-	.	ypd=8;ID=YOR370C_id054	10158	6433	6344	4170	3258	2978
chrXV	SGD	primary_transcript	1031405	1034228	.	-	.	ypd=1;ID=YOR371C_id001	2928	1734	2421	1554	1076	1237
chrXV	SGD	primary_transcript	1034496	1036519	.	-	.	ypd=4;ID=YOR372C_id005	3293	2196	5074	3208	2080	1746
chrXV	yeastutrgff	primary_transcript	1036809	1039514	.	+	.	ID=YOR373W_tx0	2911	1766	1860	1072	682	682
chrXV	SGD	primary_transcript	1039792	1041539	.	+	.	ypd=5;ID=YOR374W_id034	11122	6901	71356	44397	77605	82822
chrXV	SGD	primary_transcript	1041580	1043110	.	-	.	ypd=118;ID=YOR375C_id298	34271	21992	27308	18297	6066	5696
chrXV	SGD	primary_transcript	1046162	1048024	.	+	.	ypd=2;ID=YOR377W_id005	2450	1556	4107	2870	2697	2372
chrXV	SGD	primary_transcript	1049389	1051127	.	+	.	ypd=3;ID=YOR378W_id001	157	110	85	77	134	108
chrXV	SGD	primary_transcript	1051067	1053003	.	+	.	ypd=3;ID=YOR380W_id003	1056	659	1329	884	919	900
chrXV	SGD	primary_transcript	1055078	1057796	.	+	.	ypd=1;ID=YOR381W_id003	1051	667	1679	1165	1240	1199
chrXV	SGD	primary_transcript	1059514	1060086	.	+	.	ypd=39;ID=YOR382W_id205	2011	1222	1535	1071	4249	4025
chrXV	SGD	primary_transcript	1060241	1061102	.	-	.	ypd=10;ID=YOR383C_id232	2597	1593	2288	1243	2258	2270
chrXV	yeastutrgff	primary_transcript	1061539	1063773	.	+	.	ID=YOR384W_tx0	96	63	89	88	187	195
chrXV	yeastutrgff	primary_transcript	1066814	1068661	.	+	.	ID=YOR386W_tx0	1255	829	3796	2606	4926	5025
chrXV	yeastutrgff	primary_transcript	1071668	1072948	.	-	.	ID=YOR388C_tx0	13	5	19	28	36	28
chrXV	SGD	primary_transcript	1076712	1078183	.	+	.	ypd=1;ID=YOR390W_id003	1131	747	931	571	255	202
chrXV	yeastutrgff	primary_transcript	1078420	1079283	.	-	.	ID=YOR391C_tx0	27	14	137	105	231	202
chrXV	yeastutrgff	primary_transcript	1080251	1081714	.	+	.	ID=YOR393W_tx0	58	36	182	113	880	654
chrXV	yeastutrgff	primary_transcript	1082693	1083337	.	+	.	ID=YOR394W_tx0	2	4	9	4	11	7
chrXVI	SGD	primary_transcript	554576	555783	.	+	.	ypd=4;ID=YPL001W_id009	1888	1253	1164	855	1143	1106
chrXVI	SGD	primary_transcript	553253	554347	.	-	.	ypd=4;ID=YPL002C_id018	1867	1285	1592	1090	1447	1241
chrXVI	SGD	primary_transcript	552004	553429	.	+	.	ypd=3;ID=YPL003W_id018	2257	1407	4376	3009	3522	3202
chrXVI	SGD	primary_transcript	550438	551682	.	-	.	ypd=64;ID=YPL004C_id398	28209	18327	45400	29522	57599	52970
chrXVI	SGD	primary_transcript	548477	550412	.	+	.	ypd=1;ID=YPL005W_id002	886	632	2143	1444	2646	1645
chrXVI	SGD	primary_transcript	544583	548211	.	+	.	ypd=4;ID=YPL006W_id008	4768	3136	4715	3212	5834	5845
chrXVI	SGD	primary_transcript	541984	543886	.	-	.	ypd=2;ID=YPL007C_id005	2555	1755	2598	1721	1229	1213
chrXVI	SGD	primary_transcript	539149	542048	.	+	.	ypd=3;ID=YPL008W_id002	3215	2296	2021	1392	1008	1105
chrXVI	SGD	primary_transcript	535606	538955	.	-	.	ypd=2;ID=YPL009C_id002	11143	7067	6303	3888	4970	4914
chrXVI	SGD	primary_transcript	534953	535712	.	+	.	ypd=155;ID=YPL010W_id240	7645	5118	3962	2877	2951	2919
chrXVI	SGD	primary_transcript	533524	534759	.	-	.	ypd=15;ID=YPL011C_id025	2202	1463	1761	1238	857	818
chrXVI	SGD	primary_transcript	529603	533533	.	+	.	ypd=1;ID=YPL012W_id001	11644	7608	2302	1581	796	687
chrXVI	SGD	primary_transcript	528975	529377	.	-	.	ypd=689;ID=YPL013C_id873	1917	1355	1216	860	764	737
chrXVI	SGD	primary_transcript	525487	526939	.	-	.	ypd=12;ID=YPL015C_id017	3825	2391	4764	2908	3504	2940
chrXVI	yeastutrgff	primary_transcript	520989	525083	.	+	.	ID=YPL016W_tx0	3724	2399	2923	1841	1052	974
chrXVI	yeastutrgff	primary_transcript	518609	520258	.	-	.	ID=YPL017C_tx0	493	299	1503	1011	3434	3155
chrXVI	SGD	primary_transcript	517638	519922	.	+	.	ypd=2;ID=YPL018W_id003	1331	788	870	544	301	275
chrXVI	SGD	primary_transcript	514429	517153	.	-	.	ypd=20;ID=YPL019C_id030	6492	4205	5047	3413	3462	3710
chrXVI	SGD	primary_transcript	512257	514308	.	-	.	ypd=2;ID=YPL020C_id005	2977	1913	3167	2158	1777	1682
chrXVI	yeastutrgff	primary_transcript	511076	511789	.	+	.	ID=YPL021W_tx0	0	1	1	0	2	6
chrXVI	SGD	primary_transcript	506611	510215	.	+	.	ypd=2;ID=YPL022W_id004	5219	3553	5759	3958	3224	3044
chrXVI	SGD	primary_transcript	504204	506443	.	-	.	ypd=6;ID=YPL023C_id023	5316	3418	5387	3390	3038	2933
chrXVI	SGD	primary_transcript	503464	504311	.	+	.	ypd=13;ID=YPL024W_id118	1689	1179	2359	1637	640	610
chrXVI	SGD	primary_transcript	500417	502251	.	-	.	ypd=3;ID=YPL026C_id008	3143	2039	4107	3018	460	538
chrXVI	yeastutrgff	primary_transcript	499640	500527	.	+	.	ID=YPL027W_tx0	6	6	10	5	62	50
chrXVI	SGD	primary_transcript	498032	499388	.	+	.	ypd=1526;ID=YPL028W_id190	22441	14742	11405	7924	6327	6752
chrXVI	SGD	primary_transcript	495498	497794	.	+	.	ypd=2;ID=YPL029W_id009	1943	1302	1167	823	603	588
chrXVI	SGD	primary_transcript	493487	495343	.	+	.	ypd=1;ID=YPL030W_id004	3319	2221	765	498	374	385
chrXVI	SGD	primary_transcript	491936	493073	.	-	.	ypd=30;ID=YPL031C_id049	2648	1683	2753	1900	1812	1928
chrXVI	SGD	primary_transcript	488565	491566	.	-	.	ypd=4;ID=YPL032C_id006	9349	6097	6437	4308	2666	2498
chrXVI	SGD	primary_transcript	487208	488207	.	-	.	ypd=2;ID=YPL033C_id001	29	29	60	42	51	49
chrXVI	SGD	primary_transcript	482497	486277	.	+	.	ypd=1;ID=YPL036W_id001	1098	705	959	589	758	691
chrXVI	SGD	primary_transcript	481376	481932	.	-	.	ypd=6162;ID=YPL037C_id838	27615	18186	11206	7524	6825	6506
chrXVI	SGD	primary_transcript	480498	481180	.	+	.	ypd=79;ID=YPL038W_id050	1216	803	905	634	513	492
chrXVI	yeastutrgff	primary_transcript	475868	479026	.	-	.	ID=YPL040C_tx0	1976	1295	2102	1299	828	876
chrXVI	SGD	primary_transcript	472932	475001	.	-	.	ypd=6;ID=YPL042C_id002	2487	1667	2980	2063	2335	1968
chrXVI	SGD	primary_transcript	469893	472059	.	+	.	ypd=3;ID=YPL043W_id025	8922	6216	2426	1643	779	629
chrXVI	SGD	primary_transcript	467180	469903	.	+	.	ypd=1;ID=YPL045W_id003	3485	2421	2791	1978	1696	1813
chrXVI	SGD	primary_transcript	466415	466965	.	-	.	ypd=5;ID=YPL046C_id056	628	451	488	351	367	371
chrXVI	SGD	primary_transcript	465845	466703	.	+	.	ypd=8;ID=YPL047W_id024	1641	1124	1167	820	545	545
chrXVI	SGD	primary_transcript	464365	465768	.	+	.	ypd=111;ID=YPL048W_id225	16633	10626	10452	6340	9512	8912
chrXVI	SGD	primary_transcript	462306	463888	.	-	.	ypd=4;ID=YPL049C_id037	6342	4007	5094	3086	2609	2639
chrXVI	SGD	primary_transcript	460620	462162	.	-	.	ypd=5;ID=YPL050C_id019	11360	7550	4002	2680	2373	2491
chrXVI	SGD	primary_transcript	459928	460726	.	+	.	ypd=11;ID=YPL051W_id016	1161	780	676	445	538	555
chrXVI	SGD	primary_transcript	458742	459871	.	+	.	ypd=3;ID=YPL052W_id008	1004	557	539	360	355	345
chrXVI	SGD	primary_transcript	457014	458530	.	-	.	ypd=24;ID=YPL053C_id072	6916	4536	3824	2477	2440	2430
chrXVI	yeastutrgff	primary_transcript	455734	456789	.	+	.	ID=YPL054W_tx0	117	64	649	427	278	259
chrXVI	SGD	primary_transcript	453915	455012	.	-	.	ypd=4;ID=YPL055C_id015	1691	1039	2014	1232	1031	921
chrXVI	SGD	primary_transcript	451463	453237	.	-	.	ypd=8;ID=YPL057C_id023	3206	2063	12190	8160	3008	2242
chrXVI	yeastutrgff	primary_transcript	445717	450402	.	-	.	ID=YPL058C_tx0	4455	2766	2455	1728	2943	2563
chrXVI	SGD	primary_transcript	444525	445167	.	+	.	ypd=390;ID=YPL059W_id285	3871	2723	2301	1477	2428	2188
chrXVI	SGD	primary_transcript	434284	435817	.	+	.	ypd=4;ID=YPL060W_id006	643	462	2076	1469	750	679
chrXVI	SGD	primary_transcript	432544	434212	.	+	.	ypd=272;ID=YPL061W_id066	87092	56584	65263	42703	45652	45183
chrXVI	SGD	primary_transcript	429815	431440	.	+	.	ypd=16;ID=YPL063W_id065	9649	6197	5504	3445	2560	2795
chrXVI	SGD	primary_transcript	428654	429658	.	-	.	ypd=5;ID=YPL064C_id025	2263	1574	1985	1392	1055	991
chrXVI	SGD	primary_transcript	427927	428719	.	+	.	ypd=9;ID=YPL065W_id027	1455	976	1625	1206	963	936
chrXVI	SGD	primary_transcript	426047	427772	.	+	.	ypd=3;ID=YPL066W_id007	3326	2104	3228	2149	1761	1440
chrXVI	SGD	primary_transcript	422740	423932	.	-	.	ypd=6;ID=YPL069C_id028	1281	822	1041	697	560	546
chrXVI	SGD	primary_transcript	420741	423008	.	+	.	ypd=3;ID=YPL070W_id002	2522	1583	2745	1886	2626	2465
chrXVI	SGD	primary_transcript	418319	420063	.	+	.	ypd=3;ID=YPL072W_id003	1314	842	1293	863	533	528
chrXVI	SGD	primary_transcript	415734	418159	.	+	.	ypd=2;ID=YPL074W_id003	3209	2150	4534	3088	1866	1916
chrXVI	yeastutrgff	primary_transcript	412229	415487	.	+	.	ID=YPL075W_tx0	7089	4724	6241	4324	5836	5027
chrXVI	SGD	primary_transcript	410297	411423	.	+	.	ypd=21;ID=YPL076W_id123	914	551	741	516	260	277
chrXVI	SGD	primary_transcript	407752	408811	.	-	.	ypd=38;ID=YPL078C_id086	13086	8863	9328	6480	9429	8613
chrXVI	SGD	primary_transcript	406610	407649	.	+	.	ypd=861;ID=YPL079W_id122	46247	30591	17620	12244	2595	2163
chrXVI	SGD	primary_transcript	404918	406216	.	+	.	ypd=1118;ID=YPL081W_id222	16118	10645	4393	3077	1013	808
chrXVI	yeastutrgff	primary_transcript	398355	404108	.	-	.	ID=YPL082C_tx0	6982	4503	3618	2475	1967	1686
chrXVI	SGD	primary_transcript	396556	398138	.	-	.	ypd=4;ID=YPL083C_id033	1624	1137	1446	945	480	543
chrXVI	SGD	primary_transcript	393997	396722	.	+	.	ypd=1;ID=YPL084W_id002	4482	2854	5548	3493	4511	4480
chrXVI	yeastutrgff	primary_transcript	387042	393779	.	+	.	ID=YPL085W_tx0	7679	4592	4579	2699	3475	3337
chrXVI	SGD	primary_transcript	384654	386492	.	-	.	ypd=7;ID=YPL086C_id018	6072	3914	2741	1801	379	325
chrXVI	SGD	primary_transcript	383404	384554	.	+	.	ypd=9;ID=YPL087W_id086	2877	2079	5114	3487	6795	6272
chrXVI	SGD	primary_transcript	378999	381414	.	-	.	ypd=1;ID=YPL089C_id004	1827	1140	1720	1077	1983	1698
chrXVI	SGD	primary_transcript	377152	378424	.	-	.	ypd=3547;ID=YPL090C_id1318	94793	62700	32840	22758	6054	4862
chrXVI	SGD	primary_transcript	375502	377063	.	+	.	ypd=81;ID=YPL091W_id123	14320	9191	11647	7881	9095	8819
chrXVI	SGD	primary_transcript	373661	375268	.	+	.	ypd=17;ID=YPL092W_id024	3343	2163	2931	2054	1182	1175
chrXVI	SGD	primary_transcript	370896	373158	.	+	.	ypd=40;ID=YPL093W_id016	14663	9506	3032	2097	979	776
chrXVI	SGD	primary_transcript	369776	370681	.	-	.	ypd=1579;ID=YPL094C_id341	7329	4645	3517	2428	2297	2062
chrXVI	SGD	primary_transcript	368017	369474	.	-	.	ypd=18;ID=YPL095C_id022	2385	1618	2219	1498	960	923
chrXVI	SGD	primary_transcript	366413	366782	.	-	.	ypd=6;ID=YPL096C-A_id045	576	361	370	245	263	243
chrXVI	SGD	primary_transcript	366911	368129	.	+	.	ypd=4;ID=YPL096W_id004	1893	1285	2041	1452	1564	1580
chrXVI	SGD	primary_transcript	364942	366550	.	+	.	ypd=4;ID=YPL097W_id014	1463	917	1693	1193	1169	1143
chrXVI	SGD	primary_transcript	364216	364756	.	-	.	ypd=119;ID=YPL098C_id327	2702	1611	1773	1150	1389	1374
chrXVI	SGD	primary_transcript	363333	364087	.	-	.	ypd=7;ID=YPL099C_id066	1160	821	1066	737	750	828
chrXVI	SGD	primary_transcript	361819	363408	.	+	.	ypd=8;ID=YPL100W_id016	2075	1455	3776	2571	1983	1900
chrXVI	SGD	primary_transcript	360170	361701	.	+	.	ypd=8;ID=YPL101W_id044	3286	2075	1769	1172	659	611
chrXVI	SGD	primary_transcript	357862	359425	.	-	.	ypd=17;ID=YPL103C_id076	1545	1058	1705	1202	688	744
chrXVI	yeastutrgff	primary_transcript	355675	357801	.	+	.	ID=YPL104W_tx0	2031	1283	1789	1226	1661	1587
chrXVI	SGD	primary_transcript	352734	355455	.	-	.	ypd=1;ID=YPL105C_id001	9509	6045	7784	4906	3798	3552
chrXVI	SGD	primary_transcript	350053	352316	.	-	.	ypd=16;ID=YPL106C_id036	56662	35609	69076	45120	197474	166817
chrXVI	yeastutrgff	primary_transcript	340943	344764	.	-	.	ID=YPL110C_tx0	2347	1582	1905	1298	1670	1772
chrXVI	SGD	primary_transcript	339904	341025	.	+	.	ypd=13;ID=YPL111W_id091	7663	4965	12754	8212	8591	7271
chrXVI	SGD	primary_transcript	337370	338707	.	-	.	ypd=8;ID=YPL112C_id010	3570	2461	2350	1531	1074	1118
chrXVI	SGD	primary_transcript	335858	337179	.	-	.	ypd=2;ID=YPL113C_id002	249	164	1525	1055	294	354
chrXVI	yeastutrgff	primary_transcript	331975	335511	.	-	.	ID=YPL115C_tx0	5482	3599	3885	2497	2503	2424
chrXVI	SGD	primary_transcript	329600	331828	.	+	.	ypd=1;ID=YPL116W_id004	4011	2584	5197	3522	2801	2670
chrXVI	SGD	primary_transcript	327809	328847	.	-	.	ypd=41;ID=YPL117C_id207	9818	6621	4768	3177	1600	1581
chrXVI	SGD	primary_transcript	326542	327748	.	+	.	ypd=23;ID=YPL118W_id045	5044	3263	4471	3066	3431	3385
chrXVI	yeastutrgff	primary_transcript	324286	326289	.	-	.	ID=YPL119C_tx0	443	282	1377	850	988	998
chrXVI	SGD	primary_transcript	322055	324087	.	+	.	ypd=2;ID=YPL120W_id001	1673	1149	2042	1448	1612	1454
chrXVI	yeastutrgff	primary_transcript	320837	321655	.	-	.	ID=YPL121C_tx0	1	6	5	1	36	38
chrXVI	SGD	primary_transcript	319127	320820	.	-	.	ypd=5;ID=YPL122C_id003	2772	1919	1937	1343	668	688
chrXVI	SGD	primary_transcript	317495	318978	.	-	.	ypd=3;ID=YPL123C_id020	1575	1054	3430	2424	7327	6841
chrXVI	SGD	primary_transcript	316728	317614	.	+	.	ypd=7;ID=YPL124W_id024	760	491	756	446	509	428
chrXVI	yeastutrgff	primary_transcript	313363	316611	.	+	.	ID=YPL125W_tx0	5753	3834	4587	3262	1861	1991
chrXVI	yeastutrgff	primary_transcript	310185	313025	.	+	.	ID=YPL126W_tx0	11208	7365	4435	3219	834	667
chrXVI	SGD	primary_transcript	308688	309627	.	-	.	ypd=17;ID=YPL127C_id139	6174	3894	3243	1952	2326	2368
chrXVI	SGD	primary_transcript	306255	308308	.	-	.	ypd=2;ID=YPL128C_id004	2642	1697	1301	902	785	791
chrXVI	SGD	primary_transcript	305241	306243	.	+	.	ypd=113;ID=YPL129W_id081	5658	3717	3776	2428	1543	1540
chrXVI	yeastutrgff	primary_transcript	304362	305183	.	+	.	ID=YPL130W_tx0	12	16	16	6	10	2
chrXVI	SGD	primary_transcript	303102	304109	.	+	.	ypd=19861;ID=YPL131W_id459	126785	80683	53742	35208	7725	5595
chrXVI	SGD	primary_transcript	301610	302726	.	+	.	ypd=5;ID=YPL132W_id065	1576	1117	1806	1287	1080	1053
chrXVI	SGD	primary_transcript	299739	301358	.	-	.	ypd=2;ID=YPL133C_id005	1586	1077	2671	1917	991	941
chrXVI	SGD	primary_transcript	298437	299532	.	-	.	ypd=26;ID=YPL134C_id051	1219	840	1191	900	829	798
chrXVI	SGD	primary_transcript	297462	298415	.	+	.	ypd=84;ID=YPL135W_id090	8767	5774	20198	13814	10576	8677
chrXVI	yeastutrgff	primary_transcript	292692	296672	.	-	.	ID=YPL137C_tx0	7941	5111	4291	2907	5622	5519
chrXVI	SGD	primary_transcript	291244	292449	.	-	.	ypd=5;ID=YPL138C_id035	1441	933	1372	990	688	623
chrXVI	SGD	primary_transcript	289578	291086	.	-	.	ypd=3;ID=YPL139C_id016	2690	1749	2449	1699	1285	1227
chrXVI	SGD	primary_transcript	287285	289263	.	-	.	ypd=2;ID=YPL140C_id001	2158	1431	2616	1882	1004	992
chrXVI	yeastutrgff	primary_transcript	283339	286086	.	-	.	ID=YPL141C_tx0	3710	2415	1900	1279	1119	1171
chrXVI	SGD	primary_transcript	282093	283106	.	+	.	ypd=3384;ID=YPL143W_id285	55343	36716	19228	12928	4617	3617
chrXVI	SGD	primary_transcript	280467	281062	.	+	.	ypd=35;ID=YPL144W_id085	1090	744	665	445	129	111
chrXVI	SGD	primary_transcript	277881	279979	.	-	.	ypd=9;ID=YPL145C_id030	14907	9564	9210	6372	6056	5722
chrXVI	SGD	primary_transcript	276019	277581	.	-	.	ypd=11;ID=YPL146C_id007	6658	4265	3035	2014	1010	843
chrXVI	yeastutrgff	primary_transcript	273230	275992	.	+	.	ID=YPL147W_tx0	694	531	4846	3390	1126	1446
chrXVI	SGD	primary_transcript	272119	272952	.	-	.	ypd=19;ID=YPL148C_id055	585	400	683	431	383	343
chrXVI	SGD	primary_transcript	271284	272236	.	+	.	ypd=8;ID=YPL149W_id046	1119	812	1006	702	461	395
chrXVI	SGD	primary_transcript	266081	267564	.	-	.	ypd=5;ID=YPL151C_id009	2032	1302	2941	1802	3116	2359
chrXVI	SGD	primary_transcript	264966	266198	.	+	.	ypd=15;ID=YPL152W_id017	1494	1022	1745	1158	2119	1980
chrXVI	SGD	primary_transcript	261547	264380	.	-	.	ypd=1;ID=YPL153C_id001	2360	1637	913	591	1042	962
chrXVI	SGD	primary_transcript	259622	261207	.	-	.	ypd=5;ID=YPL154C_id057	25746	16921	21481	14745	42425	41720
chrXVI	SGD	primary_transcript	256797	259377	.	-	.	ypd=1;ID=YPL155C_id007	2839	1843	2226	1533	1113	1208
chrXVI	SGD	primary_transcript	255561	256827	.	-	.	ypd=2;ID=YPL156C_id002	504	304	484	322	365	265
chrXVI	SGD	primary_transcript	254713	256162	.	+	.	ypd=4;ID=YPL157W_id016	2472	1651	1070	727	630	629
chrXVI	SGD	primary_transcript	251979	254380	.	-	.	ypd=11;ID=YPL158C_id012	5889	3893	4630	3428	2957	3746
chrXVI	SGD	primary_transcript	250570	251761	.	-	.	ypd=3;ID=YPL159C_id004	1827	1194	2447	1495	2434	2150
chrXVI	SGD	primary_transcript	246927	250433	.	+	.	ypd=9;ID=YPL160W_id035	37376	24209	15812	11137	3047	3020
chrXVI	yeastutrgff	primary_transcript	244194	246245	.	-	.	ID=YPL161C_tx0	2261	1400	2314	1614	981	992
chrXVI	SGD	primary_transcript	241715	242723	.	-	.	ypd=64;ID=YPL163C_id152	11205	7292	4875	2942	1485	1147
chrXVI	SGD	primary_transcript	239238	241526	.	-	.	ypd=1;ID=YPL164C_id001	1467	940	2470	1740	1592	1631
chrXVI	SGD	primary_transcript	237635	239121	.	-	.	ypd=1;ID=YPL165C_id001	28	9	40	12	16	29
chrXVI	SGD	primary_transcript	237297	239181	.	+	.	ypd=1;ID=YPL166W_id002	1503	1086	3384	2253	3899	3611
chrXVI	yeastutrgff	primary_transcript	232468	237132	.	-	.	ID=YPL167C_tx0	1745	1186	1940	1357	924	954
chrXVI	SGD	primary_transcript	228821	230860	.	-	.	ypd=5;ID=YPL169C_id015	5852	3894	3914	2682	3054	2919
chrXVI	SGD	primary_transcript	228257	228928	.	+	.	ypd=6;ID=YPL170W_id088	1727	1177	1515	1029	3017	2297
chrXVI	SGD	primary_transcript	226055	227378	.	-	.	ypd=2;ID=YPL171C_id018	83	37	114	68	123	103
chrXVI	SGD	primary_transcript	224214	225850	.	-	.	ypd=4;ID=YPL172C_id010	1628	1072	1185	825	792	759
chrXVI	SGD	primary_transcript	223077	224199	.	+	.	ypd=14;ID=YPL173W_id005	1976	1230	2000	1392	1077	1008
chrXVI	yeastutrgff	primary_transcript	220042	222798	.	-	.	ID=YPL174C_tx0	2048	1388	1597	1136	829	821
chrXVI	SGD	primary_transcript	218558	220206	.	+	.	ypd=6;ID=YPL175W_id020	1640	1114	834	629	396	384
chrXVI	SGD	primary_transcript	215714	218397	.	-	.	ypd=2;ID=YPL176C_id001	4872	3344	2738	1776	2559	2632
chrXVI	SGD	primary_transcript	212915	214147	.	-	.	ypd=2;ID=YPL177C_id001	2801	1874	2362	1401	1991	1635
chrXVI	SGD	primary_transcript	212110	212901	.	+	.	ypd=13;ID=YPL178W_id018	5000	3250	3642	2578	1700	1661
chrXVI	SGD	primary_transcript	207997	210062	.	+	.	ypd=5;ID=YPL179W_id009	6282	4124	5809	4089	2801	2520
chrXVI	SGD	primary_transcript	205202	207849	.	+	.	ypd=11;ID=YPL180W_id004	3391	2180	2907	1869	2031	2008
chrXVI	SGD	primary_transcript	203220	205067	.	+	.	ypd=2;ID=YPL181W_id003	3711	2381	4061	2805	1767	1642
chrXVI	SGD	primary_transcript	199407	202570	.	-	.	ypd=3;ID=YPL183C_id006	5892	3857	1945	1384	378	373
chrXVI	SGD	primary_transcript	198989	199505	.	+	.	ypd=153;ID=YPL183W-A_id125	1525	950	1069	703	962	853
chrXVI	SGD	primary_transcript	195786	198460	.	-	.	ypd=4;ID=YPL184C_id006	6823	4466	3873	2763	2628	2602
chrXVI	yeastutrgff	primary_transcript	194387	195451	.	-	.	ID=YPL186C_tx0	471	351	3034	2300	6827	6268
chrXVI	SGD	primary_transcript	193598	194372	.	+	.	ypd=1;ID=YPL187W_id002	21	16	19	15	32	28
chrXVI	SGD	primary_transcript	191390	192774	.	+	.	ypd=3;ID=YPL188W_id009	3399	2297	2443	1790	1313	1344
chrXVI	SGD	primary_transcript	188071	188604	.	-	.	ypd=94;ID=YPL189C-A_id133	1048	653	2351	1636	1149	890
chrXVI	SGD	primary_transcript	189046	191105	.	+	.	ypd=4;ID=YPL189W_id003	197	160	153	109	79	89
